external_gene_name	log2FoldChange	pvalue
TAP2	6.819783593885628	7.633101623766626e-7
CEACAM6	6.126045665361594	1.5254756230207571e-5
LINC01297	5.97095675674824	0.03072323579102375
LCN2	5.737338426515327	0.004805056375978278
CEACAM5	5.733768333100142	0.002379291265327754
LINC02376	5.616196506639763	0.0013490320618055984
LINC01678	5.419783819663911	0.002018826532944525
HLA-DPB1	5.398212378966373	0.020089002993460357
LINC01388	5.350390418538582	0.002955437832608284
VGLL1	5.333676955463512	0.022208391998651225
RFPL4A	5.215318014866769	0.03627313366078607
ENSG00000276471	5.14216146511402	0.033202785500973185
PRSS22	5.103611272104663	0.00561638666400247
ZNF560	5.082707165779722	0.007065025884723971
ITPR2-AS1	5.010947422180255	6.683760215818416e-7
SLC22A2	4.998135893309581	0.003213977725775662
SLC6A14	4.991392973960388	0.04129205530746698
LINC01471	4.951079164529728	0.013566811396883887
MMP3	4.945530227434637	0.001193239729247279
ADAMTS16-DT	4.907815726713496	0.021142931984150622
TMPRSS2	4.771499760530363	0.005266110023603401
OR2W3	4.748850374584105	0.01805207901282842
ENSG00000285888	4.748463653985732	0.008705677312229826
Y_RNA	4.73670239043218	0.013907569523155378
CTNND2	4.567892582795304	0.006075420937257627
TRAV35	4.553654124843214	0.02620166909220677
CACNG6	4.549130801359385	0.019560721088556454
CXCL13	4.54560864220494	0.0012458515512489513
OVOL3	4.540170480839429	0.027913448375646684
SGSM3-AS1	4.531926745913729	0.020921290923528263
ENSG00000237604	4.503122126712684	0.02376159140465062
TMPRSS4	4.458009506802903	6.284783209190703e-4
TTLL13	4.421507958012632	0.028263464815594268
ENSG00000250138	4.341962547620433	5.2098457959609655e-5
CLEC4F	4.32427950395173	0.0324862738203138
ENSG00000239906	4.259867037684684	0.04559418722520552
SLC35F3	4.210984855613036	0.005209486465123386
FGF5	4.19442994894375	0.009909044065917109
MEOX1	4.1934184325607164	0.023525795125823885
ENSG00000230647	4.171550973522232	0.008031307453894696
ST13P13	4.167105301251443	0.043762134282587045
ENSG00000287682	4.16156894304728	0.041607426135921215
TMEM40	4.14473208933605	0.022674723724476736
ENSG00000260167	4.135334616745279	0.013265718193931584
ENSG00000251520	4.1180363211795346	0.013485137046767414
YWHAH-AS1	4.117520003210398	0.0165055597941618
ATOH7	4.114804839801295	0.016236216857217593
DHRSX-IT1	3.9750728629416963	0.021920948646691793
ENSG00000234200	3.961156087434955	0.033422214199634766
ENSG00000225721	3.8854367995985846	0.02099881540536824
TRBV6-1	3.8830374320434364	0.014468460976129915
ENSG00000272735	3.882333202450216	0.026417144257698578
IL1B	3.874768774974857	6.699661645325441e-7
ENSG00000232218	3.863914102493327	0.03849097539103606
MUCL1	3.859012533349039	5.303714826382532e-5
MCF2L-AS1	3.7941776235156626	0.03126481691118931
ASB2	3.791235124345851	0.032215762766092455
PTPN11P3	3.7793185204292654	0.028003996238214715
ENSG00000251648	3.7788245036058545	0.037648520646960636
MMP23A	3.7423967249271217	0.011012028915885708
PIGR	3.7243429926290594	0.004953055378369834
HOXB7	3.696116516419252	0.03806235950450159
GPR88	3.6930471026726135	0.008430920172975516
ENSG00000275496	3.6852563953103497	0.025337975022263936
GOLGA2P4	3.68064264413823	0.03382789910913742
TMEM18-DT	3.6764131244878087	0.04066862504961598
MMP7	3.673548004838104	1.6311045798458762e-4
IL36G	3.6214264575545374	5.44011263910746e-4
CSF3	3.5917423691053085	4.849278964041405e-6
ENSG00000272942	3.583047543920409	0.041404397338214285
RPS3AP18	3.5786748921223905	0.042323156457915845
Y_RNA	3.566439518441972	0.02442597815013848
LSP1	3.5638303704216123	0.00138492280068739
TEPP	3.5333032377659777	0.004792609531147483
TACSTD2	3.5039463340750174	0.0037773952604353792
ENSG00000287937	3.5007282214247293	0.026299211867851422
IL11	3.4575170090200924	2.6141754067940376e-4
EHF	3.440903259748008	0.0014984686983466286
IL1A	3.42884209118058	8.070239356076477e-7
PTGDR2	3.3998246210692615	9.489705892791971e-4
SERPINB7	3.3403231650471144	0.022849753345442033
MAS1	3.3096792482976816	0.025465539174960722
FLJ16779	3.2974172261502535	0.04951452595952223
CCL23	3.2532951897944367	0.04784924500111659
ZNF705A	3.2321091382215	0.04596904581496867
HHLA2	3.203142968045899	0.0233949310912769
MAL2	3.1932392667385736	0.01754048844016131
MYH14	3.1529953275990534	0.025783885572840785
ENSG00000237429	3.1478591674034955	0.016106729193903855
KRT7	3.096498905019388	0.007847590735396039
ZNF157	3.088350863901743	0.013087340385880147
CT70	3.074890877025556	0.04181600150544073
SCYGR4	3.0437293325913104	0.0011469432983980277
CCL24	3.042631099715318	9.653045909576781e-4
ENSG00000287125	3.0267033328848125	0.012326797558593647
MT1H	3.0115202401845376	0.015884744486948685
LINC02971	2.9913736203922108	0.04424095212588635
ENSG00000255750	2.9552002588142177	5.303039559177138e-4
PWP2	2.9405888037245407	0.0012593905344319679
OTOA	2.9402355106137286	0.004475975800239181
ELF3	2.9342474522529876	0.0013885374777911621
ENSG00000283317	2.9299580539678485	0.028827512995291505
ENSG00000260256	2.911521907223589	0.0070600613351766
HAS1	2.905785644236289	6.563211541230816e-7
FAM246C	2.892913398883049	0.035870991358626356
CDH1	2.853214091632336	0.005239022744385935
WNT5B	2.8463472512956334	1.7366051171939918e-4
GTF2H2	2.84158968658341	0.04243326146901526
CXCL1	2.8178647563184067	1.1211685648604318e-5
PSCA	2.806284740346394	0.004181267459499808
ENSG00000254263	2.783671140437712	0.029195004545159393
BEST2	2.7390821372942544	0.014501145412768516
UPB1	2.723857733493932	1.3696430050714139e-4
CNNM3-DT	2.722649724754731	0.03693213369599639
MDS2	2.722396359680406	0.03911411586243322
CA6	2.7105173158178864	0.0022067394019262792
LYPD1	2.70933303732084	0.010111664275985775
ENSG00000277196	2.7078311526516607	0.0422433333606904
CSF2	2.6557441154340484	1.8887756326746282e-5
ENSG00000286256	2.642457062271157	8.788006281018445e-4
PRKAG2-AS2	2.640053059018027	0.0013531737393868988
TRAV5	2.6142447714808164	0.029435021334853418
B3GNT3	2.6018583493593734	0.04247217189166985
CHORDC1	2.584846191083386	3.458901468679164e-4
SIGLEC8	2.5775221047031844	0.0023471520811557648
ALOX15	2.5688185306949114	6.784191594254559e-6
IL6	2.5597563478631957	2.58687159229563e-4
EVPL	2.5433874733303803	0.012652989915585187
TLL1	2.54211156222715	0.018866548692775407
CXCL6	2.5358506963377647	1.7945276277865825e-4
CFAP97D2	2.5254201342551044	0.04396518365434072
HOMER3-AS1	2.518219503262445	0.017169575498565123
LINC01882	2.501573456595648	0.016811945388364505
FOXD4	2.487986521799561	4.5150103893132066e-4
ENSG00000271680	2.475436481459616	0.0354861168380439
SFN	2.4744298694536933	0.03414738322004709
IL19	2.4510685497126397	0.009382398663724192
BPI	2.44865989637214	0.0050386670560263105
FOXP1-DT	2.4370693228623406	0.013007835539846795
STON1	2.433236765305144	0.0014056540165440679
ENSG00000260467	2.433193266973096	0.005346435807561933
